timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
121773299,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122276399,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122782426,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123285562,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123787539,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124291649,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124793317,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125296309,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125798160,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126302254,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126805552,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127307549,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127811688,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128313390,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128816311,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129318160,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129818207,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130325297,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130827196,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131331964,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131833488,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
132336540,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
132838164,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133342353,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133845506,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134347166,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134852033,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
135353442,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
135856486,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136358162,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136866159,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137372406,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137874226,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
138383302,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
138885675,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139387235,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139892426,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
140396461,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
142411638,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
142916311,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
143418194,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
143923239,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
144425978,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
144927163,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
145429279,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
145933272,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146436505,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146937175,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147438163,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147945383,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148445460,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148947270,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149453171,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149956590,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
150458305,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152469283,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152978204,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
153485417,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
153992346,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
154496417,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
154998163,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155503159,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
156005448,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
156516313,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157025557,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157531737,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
158033235,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
158536427,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
159038231,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
159542379,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
160053178,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
160558163,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161062180,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161565449,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162067163,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162571605,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163073162,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163573202,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164076322,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164578210,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166085439,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166596314,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
167102141,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
167605384,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
168116481,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
168618163,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
169122976,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
171136461,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
171638159,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
172142202,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
172645505,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
173147163,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
173652423,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
174154159,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
174665372,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175167530,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175671771,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176173224,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176678172,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
177178177,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
177682160,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
178185253,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
178687212,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179187220,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179698165,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180205525,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180713193,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181216310,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181718166,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
182223208,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
182727313,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
183231554,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185245512,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185747167,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186251331,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186753299,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
187254159,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
187758204,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
188262224,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
188765421,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
189267222,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
189771705,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190282278,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190782388,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191285439,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191791787,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192293160,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192796594,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193305504,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193807281,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194311823,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194814212,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195316443,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
197325533,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
197827205,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
198329283,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
198833315,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199336431,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199838162,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200338211,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200845309,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201347203,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201856653,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
202357299,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
202863205,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
203367160,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
203871624,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
204382276,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
204886185,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205391607,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205896308,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206398205,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206902267,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
207405445,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
208916319,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
209418306,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
209923206,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210425403,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210927217,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
211431713,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
211933272,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212435201,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212941419,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
213447163,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
213951708,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
214452558,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
214953165,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215456534,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215958220,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
216463215,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
216965561,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
217467705,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
217971563,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
218474163,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
218976313,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219982163,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220485342,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220987235,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
221492402,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222494213,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222998162,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
223503164,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
224007163,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
224512643,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
225013164,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
225518231,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
226022287,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
228036416,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
228538225,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229042339,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229547291,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
230051640,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
230556542,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231058160,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231571712,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
232073163,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
232575110,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233083190,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233587222,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234094190,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234596314,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
235098159,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
235603162,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236105474,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236607167,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
237118160,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
237625615,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
238127229,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
238631698,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
239134163,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
239636308,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
240138210,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
240642316,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241145382,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241645404,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242148431,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243656602,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
244162368,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
244668080,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245173217,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245676472,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
246178162,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
246683201,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
247186162,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
247688581,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
248702183,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
249205289,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
249711648,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
250213160,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
250716633,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
251227181,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
251734177,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
252236428,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
252738237,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
253242440,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
253745455,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
254247244,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
256258355,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
256762282,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
257265334,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
257774174,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
258276552,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
258778162,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
259285268,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
259787168,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
260291299,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
260793221,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
261296465,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
261798175,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
262302495,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
262805577,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
263311675,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
263813353,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
264316427,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
264818364,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
265323038,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
265833348,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
266336597,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
266842457,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
267345515,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
