timestamp,safety_switch_available,safety_off,override_available,override_enabled
331595642,1,1,1,0
333631522,1,1,1,0
334645872,1,1,1,0
335655526,1,1,1,0
336665480,1,1,1,0
338685675,1,1,1,0
339705601,1,1,1,0
340713605,1,1,1,0
341721732,1,1,1,0
342725662,1,1,1,0
343735046,1,1,1,0
344745553,1,1,1,0
345745601,1,1,1,0
346761644,1,1,1,0
347781945,1,1,1,0
348801758,1,1,1,0
349821944,1,1,1,0
350825533,1,1,1,0
351841195,1,1,1,0
352853365,1,1,1,0
353855745,1,1,1,0
354875893,1,1,1,0
355881286,1,1,1,0
356893828,1,1,1,0
360913449,1,1,1,0
361915675,1,1,1,0
362941565,1,1,1,0
363965533,1,1,1,0
364985545,1,1,1,0
366001427,1,1,1,0
367005689,1,1,1,0
368025648,1,1,1,0
369042033,1,1,1,0
370053048,1,1,1,0
371062302,1,1,1,0
372073240,1,1,1,0
373081672,1,1,1,0
374095576,1,1,1,0
375101603,1,1,1,0
376105425,1,1,1,0
377111599,1,1,1,0
378125446,1,1,1,0
379134855,1,1,1,0
380153554,1,1,1,0
382185638,1,1,1,0
383205578,1,1,1,0
385205726,1,1,1,0
386213254,1,1,1,0
387233747,1,1,1,0
388241440,1,1,1,0
390281744,1,1,1,0
391295408,1,1,1,0
392313388,1,1,1,0
393335274,1,1,1,0
394353601,1,1,1,0
395373300,1,1,1,0
396393213,1,1,1,0
397395493,1,1,1,0
398413381,1,1,1,0
399425753,1,1,1,0
400445596,1,1,1,0
401465542,1,1,1,0
402473335,1,1,1,0
403475402,1,1,1,0
404485545,1,1,1,0
405501257,1,1,1,0
406501300,1,1,1,0
407505489,1,1,1,0
408515467,1,1,1,0
409534924,1,1,1,0
410545551,1,1,1,0
411565597,1,1,1,0
412582316,1,1,1,0
413601546,1,1,1,0
414615438,1,1,1,0
415633125,1,1,1,0
416635673,1,1,1,0
417645446,1,1,1,0
418665760,1,1,1,0
419681413,1,1,1,0
420685438,1,1,1,0
421685823,1,1,1,0
424706530,1,1,1,0
425720740,1,1,1,0
426726640,1,1,1,0
427738243,1,1,1,0
428760643,1,1,1,0
429760657,1,1,1,0
430770571,1,1,1,0
431776450,1,1,1,0
432776957,1,1,1,0
433796476,1,1,1,0
435816604,1,1,1,0
436816679,1,1,1,0
439850553,1,1,1,0
440870799,1,1,1,0
442890485,1,1,1,0
443900666,1,1,1,0
444906599,1,1,1,0
445920600,1,1,1,0
446946720,1,1,1,0
447956959,1,1,1,0
448966167,1,1,1,0
449966993,1,1,1,0
450980775,1,1,1,0
452006303,1,1,1,0
453006400,1,1,1,0
454016604,1,1,1,0
455020536,1,1,1,0
456030543,1,1,1,0
457036426,1,1,1,0
